ID,Title,Description,Category,Price,Min_Price,Zip_Code,Photo_Paths,Status,Marketplace_URL,Notes
53,Ergonomic Adjustable Monitor Mounts With Monitors,Adjustable monitor mounts for desk setups. Improve posture and save desk space.,Electronics ; Computers ; Monitors & Stands,150,75,18614,"https://mikethemerchant.github.io/marketplaceimages/53_1.jpg,https://mikethemerchant.github.io/marketplaceimages/53_2.jpg,https://mikethemerchant.github.io/marketplaceimages/53_3.jpg",Draft,,
54,FEZiBo Full Adjustable Sit-Stand Desk - Used,Height-adjustable desk for ergonomic workstations. Easily switch between sitting and standing.,Office Furniture ; Desks,200,75,18614,"https://mikethemerchant.github.io/marketplaceimages/54_1.jpg,https://mikethemerchant.github.io/marketplaceimages/54_2.jpg,https://mikethemerchant.github.io/marketplaceimages/54_3.jpg,https://mikethemerchant.github.io/marketplaceimages/54_4.jpg,https://mikethemerchant.github.io/marketplaceimages/54_5.jpg,https://mikethemerchant.github.io/marketplaceimages/54_6.jpg,https://mikethemerchant.github.io/marketplaceimages/54_7.jpg,https://mikethemerchant.github.io/marketplaceimages/54_8.jpg,https://mikethemerchant.github.io/marketplaceimages/54_9.jpg,https://mikethemerchant.github.io/marketplaceimages/54_10.jpg,https://mikethemerchant.github.io/marketplaceimages/54_11.jpg,https://mikethemerchant.github.io/marketplaceimages/54_12.jpg,https://mikethemerchant.github.io/marketplaceimages/54_13.jpg,https://mikethemerchant.github.io/marketplaceimages/54_14.jpg,https://mikethemerchant.github.io/marketplaceimages/54_15.jpg,https://mikethemerchant.github.io/marketplaceimages/54_16.jpg,https://mikethemerchant.github.io/marketplaceimages/54_17.jpg,https://mikethemerchant.github.io/marketplaceimages/54_18.jpg,https://mikethemerchant.github.io/marketplaceimages/54_19.jpg,https://mikethemerchant.github.io/marketplaceimages/54_20.jpg,https://mikethemerchant.github.io/marketplaceimages/54_21.jpg,https://mikethemerchant.github.io/marketplaceimages/54_22.jpg",Draft,,
55,Sealine Bag Survival kit - Used,"Durable Sealine bag, waterproof and versatile. Perfect for camping, boating, or travel.",Camping & Hiking ; Gear Storage & Bags,55,50,18614,"https://mikethemerchant.github.io/marketplaceimages/55_1.jpg,https://mikethemerchant.github.io/marketplaceimages/55_2.jpg,https://mikethemerchant.github.io/marketplaceimages/55_3.jpg,https://mikethemerchant.github.io/marketplaceimages/55_4.jpg,https://mikethemerchant.github.io/marketplaceimages/55_5.jpg,https://mikethemerchant.github.io/marketplaceimages/55_6.jpg,https://mikethemerchant.github.io/marketplaceimages/55_7.jpg,https://mikethemerchant.github.io/marketplaceimages/55_8.jpg,https://mikethemerchant.github.io/marketplaceimages/55_9.jpg,https://mikethemerchant.github.io/marketplaceimages/55_10.jpg,https://mikethemerchant.github.io/marketplaceimages/55_11.jpg,https://mikethemerchant.github.io/marketplaceimages/55_12.jpg,https://mikethemerchant.github.io/marketplaceimages/55_13.jpg,https://mikethemerchant.github.io/marketplaceimages/55_14.jpg,https://mikethemerchant.github.io/marketplaceimages/55_15.jpg,https://mikethemerchant.github.io/marketplaceimages/55_16.jpg,https://mikethemerchant.github.io/marketplaceimages/55_17.jpg,https://mikethemerchant.github.io/marketplaceimages/55_18.jpg,https://mikethemerchant.github.io/marketplaceimages/55_19.jpg,https://mikethemerchant.github.io/marketplaceimages/55_20.jpg",Draft,,
57,Pathfinder Spear Tip - Hunting & Survival,"High-quality Pathfinder spear tip. Ideal for hunting, bushcraft, or survival kits.",Sports & Outdoors ; Hunting Equipment,65,50,18614,"https://mikethemerchant.github.io/marketplaceimages/57_1.jpg,https://mikethemerchant.github.io/marketplaceimages/57_2.jpg,https://mikethemerchant.github.io/marketplaceimages/57_3.jpg,https://mikethemerchant.github.io/marketplaceimages/57_4.jpg,https://mikethemerchant.github.io/marketplaceimages/57_5.jpg,https://mikethemerchant.github.io/marketplaceimages/57_6.jpg,https://mikethemerchant.github.io/marketplaceimages/57_7.jpg,https://mikethemerchant.github.io/marketplaceimages/57_8.jpg,https://mikethemerchant.github.io/marketplaceimages/57_9.jpg,https://mikethemerchant.github.io/marketplaceimages/57_10.jpg,https://mikethemerchant.github.io/marketplaceimages/57_11.jpg,https://mikethemerchant.github.io/marketplaceimages/57_12.jpg,https://mikethemerchant.github.io/marketplaceimages/57_13.jpg,https://mikethemerchant.github.io/marketplaceimages/57_14.jpg",Draft,,
58,"Pathfinder Survival Knife - Full Tang, Used","Heavy-duty Pathfinder knife. Full tang, perfect for survival, camping, or bushcraft.",Sports & Outdoors ; Knives & Tools,350,250,18614,"https://mikethemerchant.github.io/marketplaceimages/58_1.jpg,https://mikethemerchant.github.io/marketplaceimages/58_2.jpg,https://mikethemerchant.github.io/marketplaceimages/58_3.jpg,https://mikethemerchant.github.io/marketplaceimages/58_4.jpg,https://mikethemerchant.github.io/marketplaceimages/58_5.jpg,https://mikethemerchant.github.io/marketplaceimages/58_6.jpg,https://mikethemerchant.github.io/marketplaceimages/58_7.jpg,https://mikethemerchant.github.io/marketplaceimages/58_8.jpg,https://mikethemerchant.github.io/marketplaceimages/58_9.jpg",Draft,,
60,Aluminum Ladder Jack,"Lightweight aluminum ladder jack device that attaches to the rungs of an extension ladder to support a plank or stage platform. Designed for use with either side of the ladder, supports wide planks (up to approx. 18″ wide) for painting, siding or other elevated work, and features angle adjustment for leveling the board. Example spec: 4.9 lb, supports ~250 lb load, 8 notch angle adjustment",Ladder / Scaffold Accessories ; Ladder Jacks,75,30,18614,"https://mikethemerchant.github.io/marketplaceimages/60_1.jpg,https://mikethemerchant.github.io/marketplaceimages/60_2.jpg,https://mikethemerchant.github.io/marketplaceimages/60_3.jpg,https://mikethemerchant.github.io/marketplaceimages/60_4.jpg",Draft,,
61,GEN4 PICE X4 M2 NVME SSD hard drive,"High-speed internal solid-state drive, M.2 form factor (typically 2280), uses PCIe 4.0 x4 interface with NVMe protocol for significantly faster sequential read/write rates (often ~7,000 MB/s reads on current models) compared to Gen 3 SSDs.",Computer Components ; Storage ; Internal SSDs (M.2 / NVMe),100,50,18614,"https://mikethemerchant.github.io/marketplaceimages/61_1.jpg,https://mikethemerchant.github.io/marketplaceimages/61_2.jpg,https://mikethemerchant.github.io/marketplaceimages/61_3.jpg",Draft,,
62,Cronus Zen and Zen Link,"Multi-platform controller emulation/mod adapter that allows using almost any controller, mouse or keyboard, on consoles (PS5, Xbox Series X|S, PS4, Xbox One, Nintendo Switch) and PC, along with scripting/macros support. WiFi-based expansion module for the Cronus Zen, enabling full PS5 support (Bluetooth & USB), adaptive triggers, haptic feedback, gyroscope, headset audio, etc, without needing the PC tether",Gaming Accessories ; Controller Adapters / Emulators,100,50,18614,"https://mikethemerchant.github.io/marketplaceimages/62_1.jpg,https://mikethemerchant.github.io/marketplaceimages/62_2.jpg,https://mikethemerchant.github.io/marketplaceimages/62_3.jpg,https://mikethemerchant.github.io/marketplaceimages/62_4.jpg,https://mikethemerchant.github.io/marketplaceimages/62_5.jpg,https://mikethemerchant.github.io/marketplaceimages/62_6.jpg",Draft,,
63,Logitech G413 SE Mechanical Gaming Keyboard,"Full-size wired mechanical gaming keyboard with tactile mechanical switches, durable PBT keycaps (heat & wear resistant), brushed aluminum-magnesium top case, white LED backlighting, 6-key rollover anti-ghosting.",Computer Components ; Input Devices ; Mechanical Keyboards,75,30,18614,"https://mikethemerchant.github.io/marketplaceimages/63_1.jpg,https://mikethemerchant.github.io/marketplaceimages/63_2.jpg,https://mikethemerchant.github.io/marketplaceimages/63_3.jpg,https://mikethemerchant.github.io/marketplaceimages/63_4.jpg",Draft,,
64,Logitech K400 Plus Wireless Touch Keyboard,"A wireless keyboard featuring a built-in touchpad, 2.4 GHz USB dongle (Logitech Unifying Receiver), media keys (mute/volume up/down), approx. 10 m wireless range, up to 18 months battery life (2×AA), compact “living-room” style for PC-to-TV or casual use.",Computer Accessories ; Keyboards ; Wireless with Touchpad,40,20,18614,"https://mikethemerchant.github.io/marketplaceimages/64_1.jpg,https://mikethemerchant.github.io/marketplaceimages/64_2.jpg,https://mikethemerchant.github.io/marketplaceimages/64_3.jpg,https://mikethemerchant.github.io/marketplaceimages/64_4.jpg",Draft,,
65,Pathfinder Journal The Bushcraft write in the rain,"A structured wilderness adventure journal from Dave Canterbury, with sections for gear inventory, conditions, observations, trip notes and improvements aimed at bushcraft and self-reliance outings",Outdoor Gear / Journals & Field Logs,75,50,18614,"https://mikethemerchant.github.io/marketplaceimages/65_1.jpg,https://mikethemerchant.github.io/marketplaceimages/65_2.jpg,https://mikethemerchant.github.io/marketplaceimages/65_3.jpg,https://mikethemerchant.github.io/marketplaceimages/65_4.jpg,https://mikethemerchant.github.io/marketplaceimages/65_5.jpg,https://mikethemerchant.github.io/marketplaceimages/65_6.jpg,https://mikethemerchant.github.io/marketplaceimages/65_7.jpg,https://mikethemerchant.github.io/marketplaceimages/65_8.jpg,https://mikethemerchant.github.io/marketplaceimages/65_9.jpg",Draft,,
66,Tomahawk Knife,Hunting knife,Tools Outdoors,40,20,18614,"https://mikethemerchant.github.io/marketplaceimages/66_1.jpg,https://mikethemerchant.github.io/marketplaceimages/66_2.jpg,https://mikethemerchant.github.io/marketplaceimages/66_3.jpg,https://mikethemerchant.github.io/marketplaceimages/66_4.jpg,https://mikethemerchant.github.io/marketplaceimages/66_5.jpg,https://mikethemerchant.github.io/marketplaceimages/66_6.jpg",Draft,,
67,Alien Gear 45 ISWB holster,"A hybrid IWB holster made by Alien Gear, designed specifically for the Glock-45 platform. Features include a custom-molded Boltaron shell, neoprene backer, adjustable ride height & cant, passive retention, and U.S. manufacturing.",Concealed Carry Gear ; Inside-Waistband Holsters,75,35,18614,"https://mikethemerchant.github.io/marketplaceimages/67_1.jpg,https://mikethemerchant.github.io/marketplaceimages/67_2.jpg,https://mikethemerchant.github.io/marketplaceimages/67_3.jpg,https://mikethemerchant.github.io/marketplaceimages/67_4.jpg,https://mikethemerchant.github.io/marketplaceimages/67_5.jpg,https://mikethemerchant.github.io/marketplaceimages/67_6.jpg",Draft,,
68,GOULD 45 OSWB holster,"Standard OWB leather holster from Gould & Goodrich (often part of the Gold Line or Low Profile series), designed for .45 ACP handgun platforms—top-grain leather, suede lining, belt loop slide attachment, open-top draw style",Concealed Carry Gear ; Outside-Waistband (OWB) Holsters,50,25,18614,"https://mikethemerchant.github.io/marketplaceimages/68_1.jpg,https://mikethemerchant.github.io/marketplaceimages/68_2.jpg,https://mikethemerchant.github.io/marketplaceimages/68_3.jpg,https://mikethemerchant.github.io/marketplaceimages/68_4.jpg,https://mikethemerchant.github.io/marketplaceimages/68_5.jpg,https://mikethemerchant.github.io/marketplaceimages/68_6.jpg,https://mikethemerchant.github.io/marketplaceimages/68_7.jpg",Draft,,
69,Thorogood Work Boots,"High‑quality American‑made leather work boots with Goodyear welt construction, MAXwear wedge or slip‑resistant outsoles, moc‑toe design, designed for heavy duty work environments",Shoes & Boots ; Work Boots,300,200,18614,"https://mikethemerchant.github.io/marketplaceimages/69_1.jpg,https://mikethemerchant.github.io/marketplaceimages/69_2.jpg,https://mikethemerchant.github.io/marketplaceimages/69_3.jpg,https://mikethemerchant.github.io/marketplaceimages/69_4.jpg,https://mikethemerchant.github.io/marketplaceimages/69_5.jpg,https://mikethemerchant.github.io/marketplaceimages/69_6.jpg,https://mikethemerchant.github.io/marketplaceimages/69_7.jpg,https://mikethemerchant.github.io/marketplaceimages/69_8.jpg,https://mikethemerchant.github.io/marketplaceimages/69_9.jpg",Draft,,
70,Osprey Stratos 24 Hiking pack,"Ventilated day‑hiking backpack with AirSpeed™ suspension, panel‑loading main compartment, integrated raincover, hydration sleeve, trekking‑pole loops & side stretch pockets",Outdoor Gear ; Backpacks ; Daypacks (24 L),180,75,18614,"https://mikethemerchant.github.io/marketplaceimages/70_1.jpg,https://mikethemerchant.github.io/marketplaceimages/70_2.jpg,https://mikethemerchant.github.io/marketplaceimages/70_3.jpg,https://mikethemerchant.github.io/marketplaceimages/70_4.jpg,https://mikethemerchant.github.io/marketplaceimages/70_5.jpg,https://mikethemerchant.github.io/marketplaceimages/70_6.jpg,https://mikethemerchant.github.io/marketplaceimages/70_7.jpg,https://mikethemerchant.github.io/marketplaceimages/70_8.jpg,https://mikethemerchant.github.io/marketplaceimages/70_9.jpg",Draft,,
71,Mora Knife,"Scandinavian fixed‑blade bushcraft/utility knife, typically with a stainless or carbon steel blade, full‑tang or partial‑tang, ergonomic handle (rubber or wood), included plastic or leather sheath. Popular for camping, bushcraft, and survival tasks.",Tools & Outdoors ; Knives / Fixed‑Blade Knives,50,25,18614,"https://mikethemerchant.github.io/marketplaceimages/71_1.jpg,https://mikethemerchant.github.io/marketplaceimages/71_2.jpg,https://mikethemerchant.github.io/marketplaceimages/71_3.jpg,https://mikethemerchant.github.io/marketplaceimages/71_4.jpg,https://mikethemerchant.github.io/marketplaceimages/71_5.jpg,https://mikethemerchant.github.io/marketplaceimages/71_6.jpg",Draft,,
72,Gossamer Gear Hipbelt with Pockets,"Replacement hipbelt for Gossamer Gear backpacks (e.g., Mariposa, Gorilla), featuring foam‑padded wrap, durable Robic fabric, size options (Small, Medium, Large) and zippered hip pockets for storage.",Outdoor Gear ; Backpack Accessories ; Replacement Hip Belts,35,20,18614,"https://mikethemerchant.github.io/marketplaceimages/72_1.jpg,https://mikethemerchant.github.io/marketplaceimages/72_2.jpg,https://mikethemerchant.github.io/marketplaceimages/72_3.jpg",Draft,,
73,Suunto Core watch,"Outdoor‑focused digital wristwatch featuring altimeter, barometer, compass, storm alarm, sunrise/sunset times, depth meter for snorkeling, durable composite case and elastomer strap",Watches ; Outdoor / ABC (Altimeter‑Barometer‑Compass) Watches,225,175,18614,"https://mikethemerchant.github.io/marketplaceimages/73_1.jpg,https://mikethemerchant.github.io/marketplaceimages/73_2.jpg,https://mikethemerchant.github.io/marketplaceimages/73_3.jpg,https://mikethemerchant.github.io/marketplaceimages/73_4.jpg,https://mikethemerchant.github.io/marketplaceimages/73_5.jpg,https://mikethemerchant.github.io/marketplaceimages/73_6.jpg,https://mikethemerchant.github.io/marketplaceimages/73_7.jpg,https://mikethemerchant.github.io/marketplaceimages/73_8.jpg,https://mikethemerchant.github.io/marketplaceimages/73_9.jpg",Draft,,
76,Outdoor Research Shirt,"Lightweight performance tee from Outdoor Research constructed with recycled polyester, moisture‑wicking fabric (ActiveTemp), chest pocket for daily carry, designed for active use and casual wear",Apparel ; Outdoor Shirts / T‑Shir,50,20,18614,"https://mikethemerchant.github.io/marketplaceimages/76_1.jpg,https://mikethemerchant.github.io/marketplaceimages/76_2.jpg,https://mikethemerchant.github.io/marketplaceimages/76_3.jpg,https://mikethemerchant.github.io/marketplaceimages/76_4.jpg,https://mikethemerchant.github.io/marketplaceimages/76_5.jpg",Draft,,
77,Mountain Hardwear MicroChill Hoody,"Lightweight performance fleece hoodie from Mountain Hardwear, made from 100% brushed recycled polyester, designed for everyday wear or layering on outdoor adventures.",Apparel ; Outdoor Hoodies,125,70,18614,"https://mikethemerchant.github.io/marketplaceimages/77_1.jpg,https://mikethemerchant.github.io/marketplaceimages/77_2.jpg,https://mikethemerchant.github.io/marketplaceimages/77_3.jpg,https://mikethemerchant.github.io/marketplaceimages/77_4.jpg,https://mikethemerchant.github.io/marketplaceimages/77_5.jpg",Draft,,
78,Mountain Hardwear down jacket,"Premium insulated down jacket featuring 700‑fill RDS®‑certified down, stretch‑woven fabric construction for enhanced mobility, adjustable hood and hem drawcord, zippered hand‑ and chest‑pockets — built for alpine/backcountry use",Outdoor Insulated Down Jackets,250,125,18614,"https://mikethemerchant.github.io/marketplaceimages/78_1.jpg,https://mikethemerchant.github.io/marketplaceimages/78_2.jpg,https://mikethemerchant.github.io/marketplaceimages/78_3.jpg,https://mikethemerchant.github.io/marketplaceimages/78_4.jpg",Draft,,
79,TONOR USB Microphone &Mount Kit,"Budget USB cardioid condenser microphone from TONOR, includes pop filter, shock mount/tripod, compatible with PC/streaming. Considered excellent value for voice‑over/streaming use.",Audio Equipment ; USB Condenser Microphones & Mount Kits,50,30,18614,"https://mikethemerchant.github.io/marketplaceimages/79_1.jpg,https://mikethemerchant.github.io/marketplaceimages/79_2.jpg,https://mikethemerchant.github.io/marketplaceimages/79_3.jpg,https://mikethemerchant.github.io/marketplaceimages/79_4.jpg,https://mikethemerchant.github.io/marketplaceimages/79_5.jpg,https://mikethemerchant.github.io/marketplaceimages/79_6.jpg,https://mikethemerchant.github.io/marketplaceimages/79_7.jpg,https://mikethemerchant.github.io/marketplaceimages/79_8.jpg,https://mikethemerchant.github.io/marketplaceimages/79_9.jpg",Draft,,
80,Thrustmaster T.flight Hotas 4 Joystick and Throttle,"Combo flight‑stick and throttle unit featuring 12 action buttons, 5 axes, dual‑rudder system (via joystick twist or lever), detachable full‑size throttle, weighted base for stability, “plug & play” for PS4 and PC.",Gaming Accessories ; Flight Simulation Controllers ; Joystick & Throttle (HOTAS),75,30,18614,"https://mikethemerchant.github.io/marketplaceimages/80_1.jpg,https://mikethemerchant.github.io/marketplaceimages/80_2.jpg,https://mikethemerchant.github.io/marketplaceimages/80_3.jpg,https://mikethemerchant.github.io/marketplaceimages/80_4.jpg,https://mikethemerchant.github.io/marketplaceimages/80_5.jpg,https://mikethemerchant.github.io/marketplaceimages/80_6.jpg,https://mikethemerchant.github.io/marketplaceimages/80_7.jpg,https://mikethemerchant.github.io/marketplaceimages/80_8.jpg",Draft,,
81,Lenox Hole Saw Kit,"Bi‑metal hole saw kit by LENOX featuring 9 hole saws, 2 arbors, and 2 pilot bits in a hard case. Designed for wood and metal applications with Speed‑Slot plug removal system",Tools & Outdoors ; Drill & Hole Saw Accessories,75,30,18614,"https://mikethemerchant.github.io/marketplaceimages/81_1.jpg,https://mikethemerchant.github.io/marketplaceimages/81_2.jpg,https://mikethemerchant.github.io/marketplaceimages/81_3.jpg,https://mikethemerchant.github.io/marketplaceimages/81_4.jpg,https://mikethemerchant.github.io/marketplaceimages/81_5.jpg,https://mikethemerchant.github.io/marketplaceimages/81_6.jpg,https://mikethemerchant.github.io/marketplaceimages/81_7.jpg,https://mikethemerchant.github.io/marketplaceimages/81_8.jpg,https://mikethemerchant.github.io/marketplaceimages/81_9.jpg,https://mikethemerchant.github.io/marketplaceimages/81_10.jpg,https://mikethemerchant.github.io/marketplaceimages/81_11.jpg",Draft,,
82,Rich Dad Poor dad books,"A set of titles by Robert T. Kiyosaki covering foundational financial literacy: asset vs liability, entrepreneurship mind‑set, investing basics. Includes the seminal Rich Dad Poor Dad",Personal Finance & Self‑Help,20,10,18614,"https://mikethemerchant.github.io/marketplaceimages/82_1.jpg,https://mikethemerchant.github.io/marketplaceimages/82_2.jpg,https://mikethemerchant.github.io/marketplaceimages/82_3.jpg,https://mikethemerchant.github.io/marketplaceimages/82_4.jpg,https://mikethemerchant.github.io/marketplaceimages/82_5.jpg,https://mikethemerchant.github.io/marketplaceimages/82_6.jpg,https://mikethemerchant.github.io/marketplaceimages/82_7.jpg,https://mikethemerchant.github.io/marketplaceimages/82_8.jpg,https://mikethemerchant.github.io/marketplaceimages/82_9.jpg,https://mikethemerchant.github.io/marketplaceimages/82_10.jpg,https://mikethemerchant.github.io/marketplaceimages/82_11.jpg",Draft,,
83,Toyota Manufacturing books,"A curated set of titles focused on the manufacturing system and operational excellence of Toyota Motor Corporation, including lean production, continuous improvement, Just‑In‑Time, and the Toyota Production System.",Books ; Business / Manufacturing / Lean Management,20,10,18614,"https://mikethemerchant.github.io/marketplaceimages/83_1.jpg,https://mikethemerchant.github.io/marketplaceimages/83_2.jpg,https://mikethemerchant.github.io/marketplaceimages/83_3.jpg,https://mikethemerchant.github.io/marketplaceimages/83_4.jpg,https://mikethemerchant.github.io/marketplaceimages/83_5.jpg,https://mikethemerchant.github.io/marketplaceimages/83_6.jpg,https://mikethemerchant.github.io/marketplaceimages/83_7.jpg,https://mikethemerchant.github.io/marketplaceimages/83_8.jpg,https://mikethemerchant.github.io/marketplaceimages/83_9.jpg",Draft,,
84,Jim Cramer Stock trading books,"A collection of books by Jim Cramer covering stock‑market strategy, trading psychology, and investment wisdom.",Books ; Investing & Stock Market,20,10,18614,"https://mikethemerchant.github.io/marketplaceimages/84_1.jpg,https://mikethemerchant.github.io/marketplaceimages/84_2.jpg,https://mikethemerchant.github.io/marketplaceimages/84_3.jpg,https://mikethemerchant.github.io/marketplaceimages/84_4.jpg,https://mikethemerchant.github.io/marketplaceimages/84_5.jpg,https://mikethemerchant.github.io/marketplaceimages/84_6.jpg",Draft,,
85,Self development books,"A curated set of books focused on personal growth, motivation, productivity, and life skills.",Books ; Self‑Help / Personal Development,20,10,18614,"https://mikethemerchant.github.io/marketplaceimages/85_1.jpg,https://mikethemerchant.github.io/marketplaceimages/85_2.jpg,https://mikethemerchant.github.io/marketplaceimages/85_3.jpg,https://mikethemerchant.github.io/marketplaceimages/85_4.jpg,https://mikethemerchant.github.io/marketplaceimages/85_5.jpg,https://mikethemerchant.github.io/marketplaceimages/85_6.jpg,https://mikethemerchant.github.io/marketplaceimages/85_7.jpg",Draft,,
86,Airbrush books,"A collection of instructional books covering airbrush techniques for beginners and advanced artists. Topics may include painting vehicles, models, fine art, and special effects, with step‑by‑step tutorials, project ideas, and tool/equipment guides.",Books ; Arts & Crafts / Airbrushing,20,10,18614,"https://mikethemerchant.github.io/marketplaceimages/86_1.jpg,https://mikethemerchant.github.io/marketplaceimages/86_2.jpg,https://mikethemerchant.github.io/marketplaceimages/86_3.jpg,https://mikethemerchant.github.io/marketplaceimages/86_4.jpg,https://mikethemerchant.github.io/marketplaceimages/86_5.jpg,https://mikethemerchant.github.io/marketplaceimages/86_6.jpg,https://mikethemerchant.github.io/marketplaceimages/86_7.jpg",Draft,,
87,Tom Brown Jr. Complete Book Series,"Full set of Tom Brown Jr.’s works covering wilderness tracking, survival, nature awareness, bushcraft, and primitive skills. Includes seminal titles such as The Tracker, The Tracker Field Guide, The Search, The Quest, The Guide, and other companion volumes. Ideal for outdoor enthusiasts, survivalists, and students of naturalist skills.",Books ; Outdoors / Tracking & Survival / Nature Skills,200,150,18614,"https://mikethemerchant.github.io/marketplaceimages/87_1.jpg,https://mikethemerchant.github.io/marketplaceimages/87_2.jpg,https://mikethemerchant.github.io/marketplaceimages/87_3.jpg,https://mikethemerchant.github.io/marketplaceimages/87_4.jpg,https://mikethemerchant.github.io/marketplaceimages/87_5.jpg,https://mikethemerchant.github.io/marketplaceimages/87_6.jpg,https://mikethemerchant.github.io/marketplaceimages/87_7.jpg,https://mikethemerchant.github.io/marketplaceimages/87_8.jpg,https://mikethemerchant.github.io/marketplaceimages/87_9.jpg,https://mikethemerchant.github.io/marketplaceimages/87_10.jpg,https://mikethemerchant.github.io/marketplaceimages/87_11.jpg,https://mikethemerchant.github.io/marketplaceimages/87_12.jpg,https://mikethemerchant.github.io/marketplaceimages/87_13.jpg,https://mikethemerchant.github.io/marketplaceimages/87_14.jpg,https://mikethemerchant.github.io/marketplaceimages/87_15.jpg,https://mikethemerchant.github.io/marketplaceimages/87_16.jpg",Draft,,
88,Survival / Bushcraft Book Set,"A collection of books covering survival techniques, bushcraft, wilderness skills, emergency preparedness, and primitive living",Outdoors / Survival Skills / Bushcraft,20,10,18614,"https://mikethemerchant.github.io/marketplaceimages/88_1.jpg,https://mikethemerchant.github.io/marketplaceimages/88_2.jpg,https://mikethemerchant.github.io/marketplaceimages/88_3.jpg,https://mikethemerchant.github.io/marketplaceimages/88_4.jpg,https://mikethemerchant.github.io/marketplaceimages/88_5.jpg,https://mikethemerchant.github.io/marketplaceimages/88_6.jpg,https://mikethemerchant.github.io/marketplaceimages/88_7.jpg,https://mikethemerchant.github.io/marketplaceimages/88_8.jpg,https://mikethemerchant.github.io/marketplaceimages/88_9.jpg,https://mikethemerchant.github.io/marketplaceimages/88_10.jpg",Draft,,
89,Army Surplus Bag with 100% Wool Clothes,"Bag containing assorted army surplus clothing items made from 100% wool. May include sweaters, coats, blankets, or pants. Suitable for cold-weather use, camping, or outdoor activities. Condition may vary; items are typically vintage or surplus stock.",Apparel & Gear ; Military / Army Surplus,40,10,18614,"https://mikethemerchant.github.io/marketplaceimages/89_1.jpg,https://mikethemerchant.github.io/marketplaceimages/89_2.jpg,https://mikethemerchant.github.io/marketplaceimages/89_3.jpg,https://mikethemerchant.github.io/marketplaceimages/89_4.jpg,https://mikethemerchant.github.io/marketplaceimages/89_5.jpg,https://mikethemerchant.github.io/marketplaceimages/89_6.jpg,https://mikethemerchant.github.io/marketplaceimages/89_7.jpg,https://mikethemerchant.github.io/marketplaceimages/89_8.jpg,https://mikethemerchant.github.io/marketplaceimages/89_9.jpg",Draft,,
